Generated by pymatgen.io.lammps.data.LammpsData

167  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     1  1 28.512144 28.512144 -0.040781
2     1  1  0.002012  0.002012  2.855586
8     1  1 28.552582 28.552582 19.987167
9     1  1  0.000902  0.000902 22.843009
10    1  1 28.511359 28.511359 25.739566
11    1  1  0.001325  2.855256  0.002075
12    1  1 28.552926  2.852141  2.852345
18    1  1 28.552188  2.853604 19.988780
19    1  1 28.551920  2.850824 22.846981
20    1  1  0.000902  2.854796 25.696902
21    1  1 -0.000239  5.710941  0.000580
29    1  1 28.552188  5.709024 22.844201
30    1  1 28.552582  5.710638 25.698343
81    1  1  0.002190 22.842751 28.554160
82    1  1  0.000231 22.846796  2.851009
89    1  1 28.552926 22.845459 22.845664
90    1  1  0.002012 22.842219 25.695793
91    1  1 28.512466 25.739050 28.511875
92    1  1  0.002190 25.696765  2.855054
98    1  1 -0.000239 25.697224 19.986864
99    1  1  0.001325 25.695730 22.842548
100   1  1 28.512144 25.738586 25.738781
101   1  1  2.855256  0.001325  0.002075
102   1  1  2.852141 28.552926  2.852345
108   1  1  2.853604 28.552188 19.988780
109   1  1  2.850824 28.551920 22.846981
110   1  1  2.854796  0.000902 25.696902
111   1  1  2.851236  2.851236 28.553276
112   1  1  2.849013  2.849013  2.849748
119   1  1  2.847517  2.847517 22.850287
120   1  1  2.850824  2.850824 25.699004
121   1  1  2.853938  5.709309 28.553259
130   1  1  2.853604  5.709024 25.698736
181   1  1  2.852334 22.845911 -0.000553
189   1  1  2.849013 22.848056 22.848791
190   1  1  2.852141 22.845459 25.697999
191   1  1  2.855636 25.696090  0.001715
192   1  1  2.852334 25.698357  2.851893
198   1  1  2.853938 25.697666 19.988495
199   1  1  2.851236 25.697648 22.846568
200   1  1  2.855256 25.695730 25.696480
201   1  1  5.710941 -0.000239  0.000580
209   1  1  5.709024 28.552188 22.844201
210   1  1  5.710638 28.552582 25.698343
211   1  1  5.709309  2.853938 28.553259
220   1  1  5.709024  2.853604 25.698736
291   1  1  5.711289 25.697417  0.000388
299   1  1  5.709309 25.697666 22.843866
300   1  1  5.710941 25.697224 25.698044
801   1  1 22.842751  0.002190 28.554160
802   1  1 22.846796  0.000231  2.851009
809   1  1 22.845459 28.552926 22.845664
810   1  1 22.842219  0.002012 25.695793
811   1  1 22.845911  2.852334 -0.000553
819   1  1 22.848056  2.849013 22.848791
820   1  1 22.845459  2.852141 25.697999
881   1  1 22.847115 22.847115 28.551839
890   1  1 22.846796 22.846796 25.697573
891   1  1 22.843183 25.697034  0.000771
892   1  1 22.847115 25.699086  2.850690
899   1  1 22.845911 25.698357 22.845471
900   1  1 22.842751 25.696765 25.695614
901   1  1 25.739050 28.512466 28.511875
902   1  1 25.696765  0.002190  2.855054
908   1  1 25.697224 -0.000239 19.986864
909   1  1 25.695730  0.001325 22.842548
910   1  1 25.738586 28.512144 25.738781
911   1  1 25.696090  2.855636  0.001715
912   1  1 25.698357  2.852334  2.851893
918   1  1 25.697666  2.853938 19.988495
919   1  1 25.697648  2.851236 22.846568
920   1  1 25.695730  2.855256 25.696480
921   1  1 25.697417  5.711289  0.000388
929   1  1 25.697666  5.709309 22.843866
930   1  1 25.697224  5.710941 25.698044
981   1  1 25.697034 22.843183  0.000771
982   1  1 25.699086 22.847115  2.850690
989   1  1 25.698357 22.845911 22.845471
990   1  1 25.696765 22.842751 25.695614
991   1  1 25.739729 25.739729 28.511195
992   1  1 25.697034 25.697034  2.854622
998   1  1 25.697417 25.697417 19.986516
999   1  1 25.696090 25.696090 22.842168
1000  1  1 25.739050 25.739050 25.738458
1001  1  1  1.411988  1.411988  1.412510
1002  1  1  1.427294  1.427294  4.282514
1008  1  1  1.425863  1.425863 21.416827
1009  1  1  1.410933  1.410933 24.286871
1010  1  1  1.420688  1.420688 27.126023
1011  1  1  1.426659  4.281759  1.427446
1018  1  1  1.425975  4.279614 21.418190
1019  1  1  1.425863  4.280978 24.271942
1020  1  1  1.426211  4.281686 27.126066
1071  1  1  1.427407 21.416284  1.426314
1079  1  1  1.427294 21.415291 24.270510
1080  1  1  1.427492 21.415422 27.125090
1081  1  1  1.412479 24.286165  1.411640
1082  1  1  1.427407 24.271490  4.281521
1088  1  1  1.426659 24.270359 21.416045
1089  1  1  1.411988 24.285295 24.285817
1090  1  1  1.421565 24.276400 27.125296
1091  1  1  1.421565 27.125629  1.421405
1092  1  1  1.427492 27.125835  4.282383
1098  1  1  1.426211 27.124859 21.416119
1099  1  1  1.420688 27.124901 24.277116
1100  1  1  1.466655 27.125140 27.125785
1101  1  1  4.281759  1.426659  1.427446
1108  1  1  4.279614  1.425975 21.418190
1109  1  1  4.280978  1.425863 24.271942
1110  1  1  4.281686  1.426211 27.126066
