Generated by pymatgen.io.lammps.data.LammpsData

211  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     2  1 28.544684  0.064425 28.544684
2     2  1  0.011324  0.003379  2.854494
3     1  1  0.001489  0.000659  5.711267
8     1  1  0.000142 28.552973 19.987145
9     2  1  0.002323 28.552390 22.845735
10    2  1 28.497888 28.466190 25.784699
11    2  1  0.004763  2.862849  0.004763
12    2  1 28.551962  2.854793  2.854626
19    1  1  0.000025  2.848788 22.849009
20    2  1  0.002309  2.852032 25.698500
21    1  1  0.000440  5.711187  0.000440
30    1  1  0.000136  5.710652 25.697945
71    1  1  0.000388 19.984411  0.000388
72    1  1 28.552861 19.988100  2.854553
73    1  1 28.552920 19.988427  5.709381
80    1  1  0.001445 19.986553 25.697124
81    2  1  0.002780 22.797277  0.002780
82    2  1 28.545710 22.857654  2.840212
83    1  1 28.552861 22.843255  5.709708
89    2  1 28.551943 22.843146 22.842924
90    2  1  0.011255 22.843350 25.694361
91    2  1 27.839851 26.411060 27.839851
92    2  1  0.002846 25.695036  2.900628
93    1  1  0.000446 25.697410  5.713453
98    1  1  0.000438 25.697319 19.986572
99    2  1  0.004757 25.693007 22.834864
100   2  1 28.544649 25.706233 25.633332
101   2  1  2.854494  0.003379  0.011324
102   2  1  2.831149 28.531186  2.831149
103   1  1  2.854553 28.552861  5.709708
109   2  1  2.855426  0.002823 22.843834
110   2  1  2.858936  0.000286 25.697478
111   2  1  2.854626  2.854793 28.551962
112   2  1  2.848824  2.848824  2.848824
119   1  1  2.846304  2.845901 22.851899
120   2  1  2.855414  2.853928 25.694953
171   1  1  2.854553 19.988100 28.552861
172   1  1  2.854304 19.988438  2.854304
180   1  1  2.854553 19.988100 25.698067
181   2  1  2.840212 22.857654 28.545710
182   1  1  2.838144 22.859737  2.838144
183   1  1  2.854304 22.843504  5.709370
189   2  1  2.854440 22.843354 22.843355
190   2  1  2.831066 22.866761 25.719770
191   2  1  2.900628 25.695036  0.002846
192   2  1  2.840274 25.705251  2.840274
193   1  1  2.854553 25.698067  5.709708
199   2  1  2.854626 25.698938 22.842934
200   2  1  2.854468 25.686502 25.694402
201   1  1  5.711267  0.000659  0.001489
202   1  1  5.709708 28.552861  2.854553
210   2  1  5.713243  0.001555 25.696228
271   1  1  5.709381 19.988427 28.552920
281   1  1  5.709708 22.843255 28.552861
282   1  1  5.709370 22.843504  2.854304
290   1  1  5.709708 22.843255 25.698067
291   1  1  5.713453 25.697410  0.000446
292   1  1  5.709708 25.698067  2.854553
293   1  1  5.709381 25.698008  5.709381
300   1  1  5.711253 25.696333 25.697150
701   1  1 19.987145 28.552973  0.000142
710   1  1 19.987593  0.000017 25.697823
791   1  1 19.986572 25.697319  0.000438
800   1  1 19.987149 25.697653 25.697948
801   2  1 22.845735 28.552390  0.002323
802   2  1 22.843834  0.002823  2.855426
809   1  1 22.850094 28.549318 22.850094
810   2  1 22.844038  0.001953 25.695864
811   1  1 22.849009  2.848788  0.000025
812   1  1 22.851899  2.845901  2.846304
819   1  1 22.850569  2.847255 22.850569
820   1  1 22.850083  2.847738 25.701637
881   2  1 22.842924 22.843146 28.551943
882   2  1 22.843355 22.843354  2.854440
889   1  1 22.851918 22.851443 22.851918
890   2  1 22.843786 22.842287 25.694890
891   2  1 22.834864 25.693007  0.004757
892   2  1 22.842934 25.698938  2.854626
899   1  1 22.849071 25.697834 22.849071
900   2  1 22.845735 25.695468 25.698511
901   2  1 25.784699 28.466190 28.497888
902   2  1 25.697478  0.000286  2.858936
903   2  1 25.696228  0.001555  5.713243
908   1  1 25.697823  0.000017 19.987593
909   2  1 25.695864  0.001953 22.844038
910   2  1 25.742554 28.508366 25.742554
911   2  1 25.698500  2.852032  0.002309
912   2  1 25.694953  2.853928  2.855414
919   1  1 25.701637  2.847738 22.850083
920   2  1 25.695856  2.853777 25.695856
921   1  1 25.697945  5.710652  0.000136
930   1  1 25.697808  5.710220 25.697808
971   1  1 25.697124 19.986553  0.001445
972   1  1 25.698067 19.988100  2.854553
980   2  1 25.696204 19.984521 25.696204
981   2  1 25.694361 22.843350  0.011255
982   2  1 25.719770 22.866761  2.831066
983   1  1 25.698067 22.843255  5.709708
989   2  1 25.694890 22.842287 22.843786
990   2  1 25.697449 22.838823 25.697449
991   2  1 25.633332 25.706233 28.544649
992   2  1 25.694402 25.686502  2.854468
993   1  1 25.697150 25.696333  5.711253
998   1  1 25.697948 25.697653 19.987149
999   2  1 25.698511 25.695468 22.845735
1000  2  1 25.784691 25.753016 25.784691
1001  2  1  1.428590  1.430630  1.428590
1002  2  1  1.430990  1.427598  4.282225
1008  1  1  1.426028  1.425861 21.417316
1009  2  1  1.405721  1.402334 24.295438
1010  2  1  1.431609  1.426006 27.114863
