,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect
0,0,0,1,87,79,0.78,0.091,10.0,-0.548,1.528,0.419,0.378,0.403,1.472,15,3.001,0.849,0.786,0.75,2.819,18,3.319,1.217,1.164,1.153,3.127,11,1
1,0,1,2,87,167,7.646,0.091,10.0,-0.548,1.528,0.419,0.378,0.403,1.472,15,3.0,0.849,0.786,0.75,2.818,18,3.319,1.217,1.164,1.153,3.127,11,1
